5 نجوم,positive
و لا في الخيال,positive
وأجملها,positive
وأرق,positive
وأفكارا لها معنى,positive
وأم الدنيا,positive
وأن شاء الله,positive
وإبداع,positive
وابداع,positive
وابدع,positive
واجمل,positive
واحب,positive
واحبك,positive
واحد من أهم ما انجبت,positive
واحشني,positive
واحــد بــس,positive
واحلا,positive
واحلا couple,positive
واحلى,positive
واحلي,positive
واروع,positive
واستحقاق,positive
واستماع هنيء,positive
واستمروا,positive
واضافه,positive
واعجبتني,positive
واعيه,positive
وافضل,positive
والأخلاق,positive
والأسطورة,positive
والاروع,positive
والايجابية,positive
والتفاءل,positive
والجمال,positive
والحب,positive
والحنان,positive
والخفه,positive
والدفئ اللي فيها,positive
والرجوله,positive
والروعه,positive
والسعاده,positive
والسلطان,positive
والشموخ,positive
والشهامه,positive
والشياكه,positive
والطاقة,positive
والله العظيم,positive
والله راحة,positive
والله رفعت راسنا,positive
والله يقدرني وأسعدك,positive
والمسامحه,positive
والنجاح,positive
والنجاح الكبير,positive
وان شاء الله,positive
وانقي,positive
واو,positive
وبارك عليكما,positive
وببكي كلهم,positive
وبتستاهل,positive
وبحب,positive
وبحبك,positive
وبرنس,positive
وبرنس الشاشة,positive
وبره الصنندوق,positive
وبس,positive
وبطل,positive
وبعشقك,positive
وبعشقه,positive
وبفرحنا,positive
وبموت فيك,positive
وبموت فيكى,positive
وبيحب,positive
وبيسعدنا,positive
وتتعامل بعفوية,positive
وتتواجد علي الساحه,positive
وتحيا,positive
وتحية,positive
وتحيه,positive
وتدخل الجنة,positive
وجديده,positive
وجلاد الاجيال المنافقة,positive
وجمال,positive
وجمالهم,positive
وجمع بينكما في خير,positive
وجميل,positive
وجميلة,positive
وحب,positive
وحبيبت,positive
وحبيتها,positive
وحسناء الحسناوات,positive
وحشانى,positive
وحشتني,positive
وحشتونا,positive
وحشتينا,positive
وحشتينى,positive
وحشتيني,positive
وحشتيني اوي,positive
وحشنا,positive
وحلاوة,positive
وحلو,positive
وحمايتي,positive
وحنحبك,positive
ودايما فى تقدم,positive
ودمك خفيف,positive
ودي اللقاء يخلص,positive
ورائعة,positive
وراحه بال,positive
ورهيب,positive
وروحي,positive
وسامة,positive
وسريعة,positive
وسعادتي,positive
وسكر,positive
وسلام,positive
وسمعت كل أعمالك,positive
وسندي,positive
وسوبر ستار,positive
وشدني,positive
وشرف,positive
وشغل الأفكار,positive
وشكرا,positive
وطيبة,positive
وعاجباني,positive
وعالمية,positive
وعجبت,positive
وعجبتني,positive
وعجبني,positive
وعزيزتنا,positive
وعسل,positive
وغلبانه,positive
وفخورة,positive
وفخوره,positive
وفرحة,positive
وفنان,positive
وقلبي,positive
وقمر,positive
وقوى,positive
وقيم,positive
وكريزما,positive
وكسرت الدنيا,positive
وكل الحب,positive
وكل عام وانتي بالف خير وصحه وسلامه,positive
وكمل يا باشا,positive
وكويس,positive
وكويسين,positive
ولا اقبل اى فيلم تانى,positive
ولا بلاش,positive
ولا في الخيالات,positive
ولا مليت منه,positive
ولافي الخيال,positive
وله قيمة,positive
وله قيمة ورسالة,positive
وليس fake,positive
وليه معني,positive
وما بمل,positive
ومبروك,positive
ومبسوطه,positive
ومتألق,positive
ومتألقة,positive
ومتابعه كل أعمالهم,positive
ومتقن,positive
ومتميز,positive
ومتواضع,positive
ومتواضعه,positive
ومثال فخر,positive
ومحبوب,positive
ومحترم,positive
ومحترمه,positive
ومزهقتش منها ابدا,positive
ومستمتعه,positive
ومسلية,positive
ومش قادر استني,positive
ومشهور,positive
وممتع,positive
ومميزة,positive
ومن نجاح لنجاح,positive
وناجح,positive
ونجمة,positive
ونجمة جيلي,positive
ونزلتها على موبايلي,positive
ونصائح من قلب من ذهب,positive
وهدوء,positive
ويارب تظبط,positive
ويبارك فيك,positive
ويباركلك,positive
ويحب,positive
ويحفظك,positive
ويحفظه,positive
ويخليك,positive
ويدلعنا,positive
ويديك الصحة والعافية,positive
ويستاهل,positive
ويصبرك,positive
ويكرمك,positive
يا بختك,positive
يا رب اسعدهم,positive
يا رب يبقي في حياه,positive
يا كبير,positive
يارب احفظهم,positive
يارب تخل,positive
يارب تفضل دايما في تقدم,positive
ياعسليه,positive
ياعشقي,positive
ياقمر,positive
ياكنج,positive
يالغالي,positive
يالهوى تجنن,positive
يامعلم,positive
ياملاكي,positive
يانجم,positive
يبارك فيها,positive
يباركلك,positive
يجب أن يشاهد,positive
يجنن,positive
يجننو,positive
يحلو,positive
يحيا,positive
يخربيت ابوكو,positive
يخربيت كده,positive
يخلد في الذاكره,positive
يخلي,positive
يزيحو الهم من على القلب,positive
يستاهل,positive
يستاهل oscar,positive
يستحق التقدير,positive
يسعدكن,positive
يضحكني,positive
يعجبك,positive
يعجبني,positive
يعشق,positive
يعطيك الصحة,positive
يعلي اي حد,positive
يعمل للايك,positive
يغني بكل هالاحساس,positive
يفرحنا,positive
يفنن,positive
يكرمك,positive
يلمس قلوبنا,positive
يليق,positive
ينجم,positive
a piece of shit,negative
abusive,negative
another fail,negative
arrogant,negative
bad,negative
big flop,negative
boring,negative
brain washed,negative
cheap,negative
cringe,negative
cringe af,negative
desprerate,negative
dis like,negative
disappointed,negative
disgusting,negative
dislike,negative
dislike جماعي,negative
diss like,negative
disslike,negative
doesn't work with the dress,negative
don't like,negative
dont like,negative
eggs,negative
empty phrases,negative
fail,negative
fake,negative
fuck,negative
gay,negative
haters,negative
heavy load of shit,negative
i don't like it,negative
idiots,negative
infect,negative
it's nonsense,negative
junk,negative
lack of respect,negative
loser,negative
losers,negative
low,negative
low class,negative
mean,negative
minus one,negative
naive,negative
no,negative
no comment,negative
no concept at all,negative
no ethics,negative
no one,negative
no way,negative
not a brave,negative
not good,negative
not love,negative
not very good,negative
number 0,negative
number zero,negative
on steroids,negative
out of tune,negative
over,negative
over acting,negative
overdose,negative
overrated,negative
poor,negative
report,negative
retarded,negative
shame,negative
shit,negative
sick,negative
sold his soul,negative
sorry,negative
stupid,negative
toxic,negative
true idenitity crisis,negative
un like,negative
under age,negative
unlike,negative
unsubscribe,negative
very stupid,negative
virus,negative
wake up,negative
waste,negative
weird,negative
what this junk,negative
worse,negative
worst,negative
wtf,negative
you do not represent us,negative
you talk too much!,negative
zero,negative
أخطاء,negative
أخطاء هواه,negative
أداءها مش مثل زمان,negative
أسوء,negative
أسوأ,negative
أشتم,negative
أعداء النجاح,negative
أعداء نجاح,negative
أعمل dislike,negative
أوحش,negative
أوفر,negative
إتفوا,negative
إحترموا نفسكم,negative
إسفاف,negative
ابن الهبله,negative
ابيخ,negative
اتحرقت,negative
اتشدتلها,negative
اتفه,negative
اتفوة,negative
اتقرفت,negative
اتنرفزت,negative
اتنين جنيه,negative
احبة,negative
احبطكم,negative
احساسهم مات,negative
احساسهم مـات,negative
احقر,negative
احلى dislike,negative
اخخ,negative
اخرا,negative
ارحمونا,negative
ارهابي,negative
ازاي كدا,negative
ازبل,negative
ازعاجا,negative
استخفاف,negative
استخفاف بالعقول,negative
استهتار,negative
استهزاء,negative
اسخف,negative
اسوء,negative
اسوأ,negative
اسواء,negative
اشهار,negative
اعاقه,negative
اعداء الانسانيه,negative
اعداء نجاح,negative
اعمل dislike,negative
اعمل unlike,negative
اعملك dislike,negative
اعمي,negative
اغبى,negative
اغبيا,negative
اغبياء,negative
اغضبنى,negative
افشل,negative
اقرف,negative
اكبر و اتخن dislike,negative
اكره,negative
اكيد قطعيين ودنهم,negative
الأهبل,negative
الأوفر,negative
الاجرام,negative
الاحمق,negative
الاحول,negative
الاستغلال,negative
الاعمى,negative
الافورة,negative
الافيهات متكررة,negative
الاكتاب,negative
الانجاس,negative
الاندر ايدج,negative
الاهبل,negative
الاوساخ,negative
الاوفر,negative
البذئ,negative
البذيء,negative
البضان,negative
البهايم,negative
البيضحباطى,negative
التافها,negative
التخلف,negative
التعري,negative
التعريص,negative
التفاهة,negative
التفاهه,negative
التقليد,negative
التنفيذ مدخلش على الناس,negative
الجاحد,negative
الجاحده,negative
الجحاش,negative
الجواميس,negative
الحرامي,negative
الحرامية,negative
الحراميه,negative
الحزن,negative
الحشيش,negative
الحلاليف,negative
الحمير,negative
الحيوان,negative
الحيوانات,negative
الخرا,negative
الخرائي,negative
الخرة,negative
الخري,negative
الدس لايكات,negative
الديلر,negative
الديلرز,negative
الديلرز ورجالتهم,negative
الرخم,negative
الرخيص,negative
الزبالة,negative
الزباله,negative
الزفت,negative
السخيف,negative
السخيفه,negative
السرسجية,negative
السرقه,negative
السف,negative
السفه,negative
السفهاء,negative
السوء,negative
السيء,negative
السيس,negative
الشاذ,negative
الشهوانية,negative
الشيطان,negative
العبيط,negative
العبيطه,negative
العرر,negative
العرص,negative
العرصات,negative
العلوق,negative
العيال السيس,negative
العيب,negative
العيوب,negative
الغبي,negative
الغبية,negative
الغرور,negative
الغريب,negative
الغش,negative
الغلاسة,negative
الغم,negative
الفاجر,negative
الفاسد,negative
الفاشل,negative
الفشلة,negative
الفضايح,negative
الفضيحة,negative
الفن الساقط,negative
الفن الهابط,negative
القاذورات,negative
القرف,negative
الكتيانه,negative
الكدابين,negative
الكدبين,negative
الكذابين,negative
الكذب,negative
الكراهية,negative
الله يلعنهم,negative
المتحرشين,negative
المتخلفة,negative
المتخلفين,negative
المتخلفين عقليا,negative
المتوحدين,negative
المجرمة,negative
المجنون,negative
المخدرات,negative
المخدرة,negative
المرضى,negative
المره دي out,negative
المسونيه,negative
المشكلة,negative
المشكله,negative
المعاقين,negative
المعرص,negative
المعرصين,negative
المعقدين,negative
المعيز,negative
المغرورين,negative
المفضوحين,negative
المقرف,negative
المقرفة,negative
الممحونة,negative
الناس كلها تعمل unlike,negative
الناقص,negative
النجس,negative
النصابين,negative
النكرة,negative
الهبل,negative
الهري,negative
الهطل,negative
الهلس,negative
الهواة,negative
الوحشين,negative
الوساخة,negative
الوسخة,negative
امراض نفسية,negative
امموت,negative
انت بروح امك,negative
انت لا تمثلنا,negative
انتقد,negative
انتو ازاى بجد,negative
انتو ازاي كدا,negative
انتو بتفكروا ازاي,negative
انتو متاجرين مثلا,negative
انتو محتاجين تتعالجوا,negative
انتو ناس طبيعية,negative
انتوا ازاي كدا,negative
انتوا ايه بالظبط,negative
انتوا طبيعين,negative
انتوا طبيعيين,negative
انتوا ناس معاقين,negative
انتي اقل من هذا بكثير,negative
انجلطت,negative
انسلاخ,negative
انشالله كلكم في جهنم,negative
انفخهم,negative
اهبل,negative
اوحش,negative
اوساخ,negative
اوسخ,negative
اوف,negative
اوفر,negative
اي كلام وخلاص,negative
ايه الارف دا,negative
بأسخف,negative
بإعدام,negative
باقف,negative
بايخ,negative
بايخة,negative
بايظه,negative
بتتعاد,negative
بتستهبل,negative
بتفشخر,negative
بتفشل,negative
بتفكروا ازاي,negative
بتفهموا منين,negative
بتكره,negative
بتلاته جنى,negative
بتنصب,negative
بجاحه,negative
بجنيه,negative
بجنيه و ربع,negative
بحبطك,negative
بدون مستوى,negative
براس كلب,negative
بربع جنيه,negative
برج الكلب,negative
برج ايه,negative
بريال,negative
بسمعو وبشوفو متلنا عادي,negative
بشر ذيينا بردو,negative
بشر عاديين,negative
بشعة,negative
بضان,negative
بطئ,negative
بعد اي حد,negative
بعقدهم,negative
بغل,negative
بكره,negative
بكرهك,negative
بلطجي,negative
بنت الجزمه,negative
بهايم,negative
بهيم,negative
بوظتها,negative
بيتريق,negative
بيستظرفو,negative
بيسمعو منين,negative
بيسمعوا منين,negative
بيض,negative
بيفهمش,negative
بيفهمو منين,negative
بيفهموا زي البشر,negative
بيقلد,negative
بيقولو لعقلهم اي,negative
بيكدبوا,negative
بيكرهوك,negative
تأخر دماغي,negative
تافة,negative
تافه,negative
تافهة,negative
تبا لك,negative
تبوظ,negative
تتغر,negative
تجار الحشيش,negative
تجار المخدرات,negative
تحترقو,negative
تستغل,negative
تضحكو على المشاهدين,negative
تعب,negative
تعبانة,negative
تعبانه,negative
تعبانين,negative
تعتزلى,negative
تعريص,negative
تعفن,negative
تغشوا,negative
تغيض,negative
تفتى,negative
تفو,negative
تفوه,negative
تقلدو,negative
تقليد,negative
تقيل,negative
تكذب,negative
تكذبوا,negative
تكذبون,negative
تكرار الأخطاء,negative
تكرار غير طبيعي,negative
تلزيق,negative
تلوث بصري,negative
تلوث بصري و سمعي,negative
تنرفز,negative
توحد,negative
ثقل هالدم,negative
جاتكوا داهيه,negative
جاحد,negative
جاهل,negative
جاهل اخلاقيا,negative
جاية من كوكب تاني,negative
جايين منين دول,negative
جبان,negative
جحش,negative
جنيه,negative
حاقدين,negative
حاله داون,negative
حتا اللياقة البدنية معندوش,negative
حرام,negative
حرام عليكم,negative
حرامى,negative
حراميا,negative
حرامين,negative
حرقت,negative
حرقتوا,negative
حرمية,negative
حرميه,negative
حسبي الله و النعم في وكيلي,negative
حسبي الله و نعم الوكيل,negative
حسبي الله ونعم الوكيل,negative
حقد,negative
حقود,negative
حلوف,negative
حمار,negative
حمير,negative
حوار فقير,negative
حيوان,negative
خاربه,negative
خافت,negative
خدعه,negative
خرا,negative
خربتوا,negative
خرة,negative
خره,negative
خرى,negative
خطأ,negative
خلاص انتهي,negative
خيبة,negative
دس لايك,negative
دعوت عليك,negative
دماغهم اخرام,negative
دمك تقيل,negative
دمكو تقل اوي,negative
دمها تقیل,negative
دمها سم,negative
دوس unlike,negative
دول بنى ادمين,negative
دول تعبانين,negative
دى بتفكر ازاى,negative
دي جالها قلب ازاي,negative
دي من الفضاء,negative
ديسلايك,negative
ديلارز,negative
ذنوب,negative
ذنوبها,negative
ذنوبها كتير,negative
راحت لهيبة,negative
ربع جنيه,negative
ربع دينار,negative
ربنا عمال يضلك,negative
ربنا لا تؤاخذنا بما فعل السفهاء منا,negative
ربنا يحرق قلوبكم,negative
ربنا ينتقم منك,negative
ربنا ينتقم منهم,negative
ربنا يهديهم,negative
رخيص,negative
رديء,negative
رقم صفر,negative
زبالة,negative
زباله,negative
زفت,negative
زهقت,negative
زهقتونا,negative
زومبي,negative
زى الزفت,negative
زي الزفت,negative
زي القرف,negative
سارق,negative
سارقه,negative
سارقين,negative
سارقيين,negative
سخيف,negative
سخيفة,negative
سخيفه,negative
سذاجه,negative
سرسجي,negative
سرقة,negative
سرقه,negative
سفالتها,negative
سلبية,negative
سليية,negative
سم,negative
سي,negative
سيء,negative
سيئة,negative
سيئه,negative
سيفشل,negative
شایفە نفسها,negative
شحاتين,negative
شحاتين اللايكات,negative
شديد اللزوجة,negative
شكلها مبوز,negative
شكوى,negative
شنيعه,negative
شهواني,negative
شوهو,negative
شيف نفسك,negative
ضاربين حاجة,negative
ضارة,negative
ضعيف,negative
ضعيفة,negative
ضيعت,negative
طرش,negative
طورش,negative
ع الكوكب اذاي,negative
عاق,negative
عاقين,negative
عالتفاهه,negative
عالخره,negative
عامله dislike دول طبيعين,negative
عامله unlike دي طبيعية,negative
عاملها dislike,negative
عايشين إزاي,negative
عبيط,negative
عبيطة,negative
عدم إعجاب,negative
عدم التوفيق,negative
عدويين النجاح,negative
عديمين الذوق,negative
عرص,negative
عقل زينا كده,negative
عقلكو فين,negative
علق,negative
عملت dis like,negative
عند أمه,negative
عندهم ودان بيسمعوا بيها زينا,negative
عيانة,negative
عيب,negative
عيب عليكم,negative
غباء,negative
غبى,negative
غبي,negative
غبية,negative
غرور,negative
غرورهم,negative
غريبة,negative
غش,negative
غضب,negative
غل,negative
غلط,negative
غلطه,negative
غير موفقة,negative
فاشل,negative
فاشلة,negative
فاشله,negative
فاشلين,negative
فاشلين معنويا,negative
فاضح,negative
فشخ,negative
فن هابط,negative
في حاجه غلط,negative
فين الابداع,negative
فين الكريتيفيتي,negative
قاسية,negative
قاطعو قناة,negative
قافلاني,negative
قديم,negative
قذر,negative
قذره,negative
قرف,negative
قلبو حجر,negative
قلدوا,negative
قلش,negative
قليل الادب,negative
قليله ادب,negative
كانو الانسان ذبابه,negative
كترة اعلانات الفارغة,negative
كتير كده,negative
كداب,negative
كدابين,negative
كدب,negative
كذاب,negative
كذابين,negative
كذب,negative
كرهت,negative
كرهتنا,negative
كفايا غلطات بئ,negative
كفره,negative
كل يعمل dislike,negative
كلاب,negative
كلب,negative
كلبه,negative
كلمات ضعيفة,negative
كلو يعمل dislike,negative
كنا سمعنا صوت روبوت,negative
لا افكار سينمائية,negative
لا انجاز,negative
لا بيفهموا,negative
لا جديد,negative
لا شكل,negative
لا صوت,negative
لا عبقريه,negative
لا كلام,negative
لا كلمات,negative
لا لحن,negative
لا موسيقى,negative
لا يستحق المشاهدة,negative
لا يوجد أي إبداع,negative
لاخرا,negative
لايعجبني,negative
لحس دماغك,negative
لص,negative
لطخ,negative
لفن الرخيص,negative
للأسف,negative
للاسف,negative
للشياطين,negative
للشيطان,negative
للقرف,negative
لو عندك دم امسحها,negative
مؤفورة,negative
ما بتحسوش,negative
ما بتفهم,negative
ما بقاش فيه مصدقيه,negative
ما بيفهمش,negative
ما حرمه الله,negative
ما عجبني,negative
ما يستاهل,negative
ما ينفعش,negative
ما ينفعش كده,negative
مابتفهمش,negative
ماتخسرش,negative
ماتستاهل,negative
ماسكين الفون بالمقلوب,negative
ماسوني,negative
ماعجبتنيش,negative
ماعندهاش زوق,negative
ماعندهومش احساس,negative
مافيش أي إجتهاد,negative
مافيهاش حاجة واحدة جديدة,negative
مالت,negative
مالهم طعم,negative
مايعجبكم,negative
مايعرفوش,negative
مايعرفون,negative
ماينص وان,negative
مبالغ,negative
مبالغ فيه,negative
مبتضحكش,negative
مبتعرفش تمثل,negative
مبتفهمش,negative
مبتفهموش,negative
مبيسمعوش,negative
مبيفهمش,negative
متحرش,negative
متحرشين,negative
متخلف,negative
متخلف عقليا,negative
متخلفة,negative
متخلفه,negative
متخلفين,negative
متسول,negative
متصنعة,negative
متفترقوش,negative
متكبر,negative
متكرر,negative
متناقضة,negative
متوحد,negative
متوحدة,negative
متوحدين,negative
مثاليه فى الجهل,negative
محبتش,negative
محتاجه دكتور نفسي,negative
محتاجين تتعالجوا,negative
محدش هيدخل الفيلم دا,negative
محروقين,negative
محن,negative
مختل,negative
مختل عقليا,negative
مختلين,negative
مدمن,negative
مدمنين,negative
مدهول,negative
مرضه نفسيا,negative
مرضى نفسيين,negative
مرضي,negative
مريب,negative
مريض,negative
مريضة,negative
مريضة نفسيا,negative
مريضه,negative
مزاطيل,negative
مزعج,negative
مزعجة,negative
مزيف,negative
مزيفة,negative
مستحملين نفسهم ازاى,negative
مستغربكم,negative
مستفز,negative
مستفزة,negative
مستهلكة,negative
مستواكم نزل,negative
مسخ,negative
مسخرة,negative
مسخره,negative
مسروق,negative
مسروقة,negative
مسروقه,negative
مش احلى,negative
مش اسف,negative
مش بتعرف تتكلم,negative
مش بمستوى,negative
مش بنى ادم,negative
مش بني ادم,negative
مش بني ادمين,negative
مش بيفهم,negative
مش بيفهمو,negative
مش بيفهموا,negative
مش حلو,negative
مش حلوة,negative
مش خسارة,negative
مش راجل,negative
مش سامع فيهم,negative
مش سويت,negative
مش طبيعين,negative
مش عاجباه,negative
مش عاجبكم,negative
مش عاجبني,negative
مش عاجبه,negative
مش عاجبهم,negative
مش عارفين تعملوا,negative
مش عاقلة,negative
مش عجباني,negative
مش عجبهم,negative
مش فاهم,negative
مش قادر يطلع من دوامة التكرار,negative
مش قد كدة,negative
مش كل الناس بتفهم,negative
مش كويس,negative
مش كويسين,negative
مش مؤهلة,negative
مش مرتقي,negative
مش من كوكبنا,negative
مش نضيف,negative
مش هاتموت موتة طبيعية,negative
مش هتفرج علي الشو دا تاني,negative
مش هيموتو موته طبيعية,negative
مشخصاتي,negative
مشكلات,negative
مشكلة,negative
مشكله,negative
مطاوي,negative
معاق,negative
معفن,negative
معفنه,negative
معقد,negative
معندكش قبول بربع جنيه,negative
معندكمش ضمير,negative
معندكوش احساس,negative
معندهمش احساس,negative
معندوش جديد,negative
معندوش دم,negative
معندوش ذوق,negative
مفبرك,negative
مفهاش اى ابتكار,negative
مفيش ابداع,negative
مفيش ابهار,negative
مفيش احساس,negative
مفيش اي ابداع,negative
مفيش حاجة جديدة,negative
مفيش فايدة,negative
مفيش فايده,negative
مقرف,negative
مقرفة,negative
مقزز,negative
ملعوبة غلط,negative
ملهوش اي لازمه,negative
ملوثه,negative
مليون dislike,negative
ممل,negative
من انحدار لانحدا,negative
من سكان المعادي,negative
من فشل لفشل,negative
منايك,negative
منحط,negative
منشفش الاشكال دي تاني,negative
منكم لله,negative
مهرجون,negative
مو حلوة,negative
مو راجل,negative
مو طبيعية,negative
مواليد برج الكلب,negative
موش بيفهمو,negative
ميتن,negative
ميعجبنيش,negative
ميعرفوش,negative
ميعملوش مبتدء,negative
مکروهە,negative
ناس مبتعرفش تسمع,negative
نبطل نحت,negative
نسرق,negative
نشاز,negative
نصابة,negative
نصابين,negative
نيله,negative
هابط,negative
هايف,negative
هبل,negative
هبلة,negative
هتدفن,negative
هتفضل قليل,negative
هحبط,negative
هرتله,negative
هري,negative
هشتم,negative
هلفوت,negative
هواه,negative
هيافة,negative
هيروحو من ربنا فين,negative
هيصة,negative
هيقطع شرايينه,negative
و بدون هدف,negative
وأحلى dislike,negative
واحنا اللي بنعمله قيمه للاسف,negative
واخد في نفسه قلم كبير,negative
واداء شبه منعدم,negative
واطي,negative
واعداء للنجاح,negative
واقرف,negative
واكبر dislike,negative
واكره,negative
والبقر,negative
والتطبيل,negative
والغرور,negative
والغم,negative
والقرف,negative
والمشهد اكتر من المبالغه,negative
وباعت ضميرها,negative
وبكره,negative
وتعتزلى,negative
وتفاهة,negative
وتفقعو,negative
وتقرفونا,negative
وتقليد,negative
وتلقيح,negative
وجعلي دماغي,negative
وحش,negative
وحشة,negative
وحشه,negative
وحشو,negative
وحيوانات,negative
ودانها ملوثه,negative
ودانهم مقطوشة,negative
وربنا يولع فيكم,negative
ورخص,negative
ورخم,negative
وزباله,negative
وساخة,negative
وسخة,negative
وعجن,negative
وغبى,negative
وفسا,negative
وقاحة,negative
وقديمة,negative
وقلت احترام,negative
وكدابه,negative
وكل الناس تحط unlike,negative
ولأد الفشلة,negative
ولا أي حاجة,negative
ولا بيحسوا,negative
ولا تربیە,negative
ولا راجل,negative
ولا عنده ذوق,negative
ولا ليكوا لازمة,negative
ولا مبيعرفوش يسمعوا,negative
ولا مشاعر,negative
ولا منظر بني آدم,negative
ولا ودودة,negative
ولاد المره,negative
ولاد الوسخة,negative
ولاد الوسخه,negative
ولاد وسخه,negative
وماعجبتنيش,negative
ومحدش فاهم حاجة,negative
ومش اسف,negative
ومش لطيفة,negative
ومش محترم,negative
ومكرر,negative
ونخلص منهم,negative
وهبل,negative
ويقلد,negative
ويموتو مع بعض,negative
يأخذهم الفلبن,negative
ياجحش,negative
ياسرسجى,negative
يافاشل,negative
يالهوى,negative
يالهوى عالتفاهه,negative
يامطبع,negative
يانصابه,negative
يتبهى,negative
يتحاكموا,negative
يتشنقو,negative
يجيب الجلطة,negative
يحرق الدم,negative
يحرق قلوبكم,negative
يحموك ف كنكة,negative
يخرب بيت,negative
يخربيت,negative
يستفز,negative
يطخة,negative
يع,negative
يعمل dislike,negative
يغور,negative
يغوروا في دهيا,negative
يقرفنا,negative
يقلد,negative
يلعن,negative
يلعنهم,negative
ينتقم,negative
ينعل,negative
يولع فيكم,negative
٢جنيه,negative